,doc_count,key
0,52191,106040
1,20079,75736
2,12942,40426
3,8478,106045
4,6083,40422
5,3277,46423
6,2343,106059
7,2249,105374
8,2185,376308
9,1486,106051
10,1391,106049
11,1270,406875
12,1201,106057
13,1082,426373
14,807,106050
15,800,106046
16,769,366255
17,756,106058
18,705,376307
19,678,106043
20,640,106042
21,542,376309
22,442,106054
23,421,106048
24,301,106044
25,200,105687
26,138,106041
