,doc_count,key
654,709,24767
655,709,7066
656,708,25173
657,707,24439
658,701,24422
659,693,46153
660,688,35568
661,688,41787
662,687,24800
663,686,24299
664,678,35542
665,676,35565
666,673,105978
667,671,42375
668,668,35570
669,662,24140
670,662,35259
671,660,24436
672,659,53144
673,656,41392
674,654,42149
675,650,105567
676,648,26200
677,648,26813
678,645,24214
679,645,35063
680,643,26093
681,642,24786
682,641,25282
683,638,24502
684,637,35449
685,631,40621
686,630,42286
687,629,38482
688,629,42284
689,622,24345
690,622,54262
691,619,35173
692,618,34644
693,617,25161
694,617,25971
695,617,42393
696,616,25008
697,614,35156
698,613,35429
699,610,34780
700,606,24168
701,605,35511
702,603,35498
703,602,42261
704,596,35474
705,594,24173
706,594,24860
707,591,38899
708,590,24178
709,588,35863
710,585,40489
711,584,1151
712,583,24337
713,581,24977
714,581,25177
715,581,35598
716,578,24239
717,576,24143
718,576,40614
719,570,54003
720,569,24792
721,569,35169
722,566,24755
723,565,41033
724,562,54281
725,561,34839
726,560,24437
727,560,35099
728,560,41789
729,557,24138
730,556,38760
731,553,24704
732,549,40878
733,548,24653
734,548,24811
735,548,25174
736,547,24698
737,545,24766
738,545,25170
739,544,24344
740,544,35430
741,541,136076
742,537,41252
743,534,54319
744,533,35170
745,531,24094
746,531,24782
747,527,35583
748,525,41784
749,523,26814
750,522,35066
751,521,34694
752,521,34898
753,521,35160
754,516,24191
755,516,41016
756,515,24549
757,515,26784
758,515,42263
759,514,24787
760,512,24690
761,511,34546
762,510,40295
763,509,24508
764,508,35152
765,506,41021
766,504,24981
767,504,25261
768,503,24298
769,503,24575
770,503,34478
771,503,40745
772,503,42023
773,501,24877
774,499,26812
775,498,25937
776,497,54002
777,495,25012
778,493,40615
779,492,2154
780,492,24657
781,492,35584
782,490,40016
783,489,24816
784,487,35717
785,486,35591
786,485,24687
787,485,24738
788,484,35577
789,482,26662
790,481,35161
791,479,35557
792,479,40481
793,477,34552
794,476,24472
795,476,35467
796,475,54280
797,474,24861
798,474,35069
799,473,24661
800,472,25068
801,468,54308
802,466,26811
803,462,75940
804,459,41139
805,458,35794
806,458,42390
807,456,25020
808,455,24373
809,455,34835
810,454,25262
811,453,38483
812,452,41488
813,449,35795
814,442,25002
815,442,34484
816,441,35347
817,439,24864
818,437,26950
819,436,24426
820,435,24265
821,435,27497
822,433,42388
823,430,41764
824,429,35578
825,427,25241
826,427,54276
827,423,34500
828,423,41654
829,422,186302
830,421,24460
831,420,35868
832,419,24764
833,417,25176
834,417,35353
835,415,24458
836,415,24684
837,414,27496
838,412,25024
839,411,24420
840,411,41382
841,409,41417
842,408,34586
843,405,40882
844,404,60402
845,402,40618
846,401,24444
847,401,40617
848,397,24823
849,395,24170
850,394,24568
851,394,26201
852,393,3158
853,392,105812
854,391,35624
855,391,35690
856,389,1147
857,387,41032
858,386,40483
859,385,25260
860,385,41258
861,383,40011
862,381,24675
863,381,24789
864,378,24984
865,376,35684
866,374,38895
867,374,41400
868,372,1159
869,368,54272
870,367,40743
871,365,24459
872,365,54306
873,364,35172
874,360,24412
875,360,41651
876,360,54553
877,359,41653
878,359,42283
879,358,54288
880,357,35871
881,356,35702
882,356,35775
883,353,35398
884,352,35394
885,349,34641
886,348,24759
887,346,24801
888,346,24983
889,346,35607
890,345,24204
891,345,34846
892,343,25936
893,343,27349
894,342,24329
895,342,24631
896,341,41031
897,340,35769
898,339,24683
899,339,26211
900,338,2157
901,338,24445
902,338,35256
903,338,35691
904,337,42019
905,334,24201
906,332,25277
907,331,24980
908,331,34945
909,331,35352
910,327,42021
911,326,34895
912,326,40896
913,325,25100
914,324,24093
915,324,24494
916,324,35688
917,324,35760
918,323,24682
919,320,24306
920,320,24938
921,320,35434
922,319,24853
923,319,40756
924,318,25259
925,317,24509
926,316,35668
927,313,1160
928,312,24394
929,312,24699
930,311,35154
931,310,24218
932,310,35351
933,309,24781
934,308,35432
935,307,24487
936,307,24819
937,305,35606
938,304,34853
939,304,38479
940,302,41389
941,301,34947
942,300,24248
943,300,24574
944,299,35718
945,297,24316
946,297,24691
947,297,35469
948,296,34485
949,296,35860
950,295,25178
951,295,35440
952,295,39429
953,294,27495
954,289,105801
955,289,35766
956,288,24879
957,288,35165
958,288,41398
959,287,35502
960,287,41380
961,286,34550
962,286,41019
963,286,41513
964,286,41652
965,285,24551
966,283,26375
967,283,40418
968,281,40491
969,280,35105
970,280,35764
971,280,40752
972,277,24086
973,276,24553
974,276,24680
975,274,34849
976,271,2159
977,270,34840
978,270,35904
979,268,24534
980,268,24590
981,268,34745
982,267,42275
983,266,24338
984,265,54235
985,261,41249
986,260,42133
987,259,24405
988,259,24496
989,259,34538
990,259,35666
991,258,2163
992,258,41780
993,257,35089
994,256,35720
995,254,24174
996,254,24530
997,254,40612
998,253,24991
999,251,34539
1000,250,105829
1001,250,24604
1002,250,38898
1003,249,35444
1004,248,35061
1005,247,40885
1006,247,41379
1007,246,287918
1008,246,34548
1009,246,35348
1010,245,34958
1011,244,41786
1012,243,35556
1013,242,42154
1014,241,24318
1015,240,35102
1016,239,2152
1017,239,2156
1018,239,35117
1019,238,35553
1020,235,41759
1021,234,34894
1022,234,35768
1023,233,24165
1024,233,35435
1025,233,42151
1026,233,42262
1027,232,34698
1028,232,40755
1029,230,24754
1030,228,35257
1031,228,35297
1032,228,42285
1033,228,54004
1034,227,25171
1035,225,25006
1036,225,25254
1037,225,41148
1038,223,25942
1039,222,25152
1040,222,35363
1041,221,105540
1042,221,35344
1043,220,34542
1044,220,42265
1045,219,24264
1046,217,40015
1047,217,41395
1048,216,34957
1049,216,35359
1050,215,27356
1051,214,105831
1052,213,35258
1053,213,35385
1054,211,25099
1055,211,25197
1056,210,24271
1057,210,25280
1058,210,35503
1059,210,41022
1060,209,40876
1061,207,35580
1062,207,40012
1063,207,42377
1064,206,24833
1065,206,24837
1066,206,25192
1067,205,27348
1068,205,41029
1069,205,54261
1070,204,24783
1071,203,35495
1072,202,25003
1073,202,27482
1074,201,24423
1075,201,24435
1076,201,24863
1077,200,35509
1078,199,35581
1079,198,24544
1080,197,40493
1081,196,24762
1082,196,35433
1083,195,24181
1084,195,35507
1085,193,34537
1086,192,24185
1087,192,24634
1088,192,35171
1089,191,24871
1090,191,25595
1091,190,35789
1092,190,40624
1093,189,24868
1094,189,54307
1095,188,35689
1096,187,27250
1097,187,34553
1098,187,35426
1099,187,41255
1100,186,24468
1101,186,24852
1102,186,34642
1103,186,35774
1104,185,24463
1105,185,42378
1106,184,24737
1107,184,24885
1108,184,35439
1109,183,24663
1110,182,616668
1111,181,24313
1112,181,24327
1113,180,24780
1114,180,42018
1115,179,25255
1116,179,34534
1117,179,35911
1118,178,42260
1119,177,24887
1120,177,34841
1121,177,41020
1122,176,42014
1123,174,35602
1124,173,24911
1125,173,25098
1126,173,41394
1127,172,24227
1128,172,24912
1129,172,25279
1130,172,42136
1131,171,35167
1132,170,24570
1133,169,24777
1134,168,35345
1135,167,25007
1136,167,41766
1137,166,24979
1138,166,35866
1139,165,24302
1140,164,24222
1141,164,24778
1142,164,25189
1143,163,25275
1144,162,24446
1145,162,27492
1146,162,35571
1147,162,41627
1148,162,54234
1149,162,55186
1150,161,25076
1151,161,40626
1152,160,24303
1153,160,24342
1154,160,26377
1155,159,25163
1156,158,24552
1157,158,41778
1158,157,24466
1159,157,34545
1160,157,35065
1161,157,41393
1162,156,24404
1163,155,24603
1164,155,35300
1165,154,40881
1166,153,24249
1167,153,34955
1168,153,35585
1169,150,24290
1170,149,24139
1171,149,40633
1172,148,42376
1173,147,24550
1174,147,40753
1175,144,24779
1176,144,35700
1177,143,35569
1178,143,40419
1179,143,42135
1180,142,24370
1181,142,41628
1182,142,42012
1183,141,35793
1184,141,40748
1185,140,24407
1186,140,41760
1187,139,24546
1188,139,41882
1189,138,24186
1190,138,24802
1191,138,24872
1192,138,42015
1193,135,24627
1194,134,24180
1195,134,24524
1196,133,35255
1197,132,26203
1198,132,34953
1199,132,42153
1200,131,24411
1201,131,24649
1202,131,34747
1203,131,35428
1204,130,41149
1205,129,24315
1206,129,24410
1207,128,34541
1208,128,35470
1209,128,40486
1210,128,41138
1211,127,24183
1212,127,41018
1213,126,35586
1214,125,24314
1215,124,35212
1216,123,24761
1217,122,24167
1218,122,24906
1219,122,35685
1220,121,13440
1221,121,34438
1222,120,24882
1223,120,35515
1224,120,42382
1225,119,24369
1226,119,25017
1227,119,35573
1228,119,42011
1229,118,24758
1230,117,40487
1231,116,35098
1232,115,24372
1233,115,25242
1234,115,40014
1235,114,24419
1236,114,41803
1237,113,24166
1238,113,24418
1239,113,24668
1240,113,34547
1241,113,40898
1242,112,25172
1243,112,38759
1244,112,41777
1245,112,54255
1246,111,24231
1247,111,40886
1248,109,35615
1249,109,41253
1250,108,24869
1251,108,24873
1252,107,35506
1253,107,40620
1254,107,42024
1255,106,24913
1256,106,41140
1257,106,42025
1258,105,25270
1259,105,40480
1260,105,41137
1261,104,41878
1262,103,40490
1263,102,1152
1264,102,24301
1265,99,24678
1266,98,34856
1267,97,24092
1268,97,35254
1269,95,34854
1270,95,41009
1271,94,25269
1272,93,24177
1273,93,24317
1274,93,35601
1275,93,38480
1276,93,41377
1277,92,24322
1278,92,24346
1279,92,24834
1280,92,25005
1281,92,34536
1282,92,35604
1283,92,42022
1284,91,25016
1285,91,35771
1286,90,35442
1287,89,24914
1288,88,25274
1289,88,35164
1290,88,35288
1291,88,41250
1292,87,1161
1293,87,41385
1294,86,41656
1295,85,25175
1296,85,35575
1297,85,40880
1298,85,41763
1299,84,25253
1300,82,24753
1301,82,25272
1302,82,26781
1303,81,24307
1304,81,24865
1305,80,24232
1306,80,24300
1307,80,24542
1308,79,54236
1309,78,34949
1310,76,25102
1311,76,41418
1312,75,40888
1313,74,24880
1314,74,34855
1315,73,24760
1316,72,24246
1317,72,24535
1318,72,41247
1319,70,105795
1320,70,25004
1321,70,41034
1322,70,41401
1323,69,24748
1324,69,35667
1325,68,24280
1326,67,24454
1327,67,24763
1328,67,40744
1329,66,25251
1330,66,35361
1331,64,40494
1332,63,40883
1333,62,24334
1334,62,24498
1335,62,25271
1336,62,40488
1337,62,41783
1338,61,24829
1339,61,35016
1340,61,35862
1341,61,41887
1342,60,24164
1343,60,24982
1344,60,35091
1345,59,24417
1346,59,27849
1347,58,24499
1348,58,35697
1349,58,41147
1350,58,42152
1351,57,24757
1352,57,25015
1353,57,35540
1354,54,24689
1355,54,34540
1356,54,34746
1357,54,38763
1358,53,24504
1359,53,35436
1360,52,42017
1361,51,24188
1362,51,24375
1363,51,24629
1364,51,24867
1365,51,35692
1366,51,41391
1367,50,34643
1368,49,35574
1369,47,24406
1370,47,24874
1371,46,24749
1372,46,40877
1373,45,25018
1374,44,41801
1375,44,41879
1376,43,41383
1377,42,24398
1378,42,34748
1379,42,40622
1380,42,41141
1381,42,41886
1382,42,42016
1383,41,41146
1384,40,40897
1385,40,42141
1386,39,2166
1387,39,24488
1388,39,24679
1389,39,34549
1390,39,35358
1391,39,35395
1392,38,24828
1393,38,40751
1394,38,40879
1395,37,13572
1396,37,27491
1397,37,40482
1398,36,41880
1399,35,24569
1400,35,41030
1401,34,41802
1402,33,25183
1403,33,41399
1404,33,41782
1405,32,1149
1406,32,24163
1407,32,24414
1408,32,34948
1409,31,1158
1410,31,24870
1411,31,41402
1412,31,41516
1413,30,1683
1414,30,24397
1415,30,35355
1416,30,41143
1417,29,2155
1418,29,2164
1419,29,25198
1420,29,41416
1421,29,41765
1422,29,41781
1423,28,24462
1424,28,34852
1425,28,35579
1426,28,42013
1427,28,54258
1428,26,1684
1429,26,24415
1430,26,35471
1431,26,40619
1432,25,35296
1433,24,24150
1434,24,24333
1435,24,60423
1436,23,24883
1437,23,26782
1438,23,3150
1439,23,34639
1440,22,35696
1441,22,40884
1442,21,24247
1443,21,25019
1444,21,26235
1445,21,35260
1446,21,40623
1447,21,42150
1448,21,54275
1449,20,24376
1450,20,24875
1451,19,24809
1452,19,34585
1453,19,35698
1454,19,54259
1455,18,24485
1456,18,24999
1457,18,26657
1458,16,24788
1459,16,25022
1460,15,2158
1461,15,24172
1462,15,24486
1463,15,35445
1464,15,35907
1465,15,40479
1466,15,40485
1467,15,40625
1468,15,41142
1469,14,2162
1470,14,24528
1471,14,24826
1472,14,25252
1473,14,34951
1474,14,41248
1475,13,35166
1476,12,41023
1477,11,1148
1478,11,40899
1479,10,24572
1480,10,24998
1481,10,34842
1482,10,35605
1483,9,24685
1484,9,42383
1485,8,35163
1486,8,35701
1487,7,35497
1488,7,35770
1489,6,16230
1490,6,24747
1491,6,25014
1492,6,35162
1493,5,24693
1494,5,25001
1495,5,40746
1496,5,41785
1497,4,35062
1498,3,41014
